"user_id","status_id","created_at","screen_name","text","source","display_text_width","reply_to_status_id","reply_to_user_id","reply_to_screen_name","is_quote","is_retweet","favorite_count","retweet_count","quote_count","reply_count","hashtags","symbols","urls_url","urls_t.co","urls_expanded_url","media_url","media_t.co","media_expanded_url","media_type","ext_media_url","ext_media_t.co","ext_media_expanded_url","ext_media_type","mentions_user_id","mentions_screen_name","lang","quoted_status_id","quoted_text","quoted_created_at","quoted_source","quoted_favorite_count","quoted_retweet_count","quoted_user_id","quoted_screen_name","quoted_name","quoted_followers_count","quoted_friends_count","quoted_statuses_count","quoted_location","quoted_description","quoted_verified","retweet_status_id","retweet_text","retweet_created_at","retweet_source","retweet_favorite_count","retweet_retweet_count","retweet_user_id","retweet_screen_name","retweet_name","retweet_followers_count","retweet_friends_count","retweet_statuses_count","retweet_location","retweet_description","retweet_verified","place_url","place_name","place_full_name","place_type","country","country_code","geo_coords","coords_coords","bbox_coords","status_url","name","location","description","url","protected","followers_count","friends_count","listed_count","statuses_count","favourites_count","account_created_at","verified","profile_url","profile_expanded_url","account_lang","profile_banner_url","profile_background_url","profile_image_url","fecha"
"1957147838","1560278768895242241",2022-08-18 14:53:41,"LaPlataMLP","Yendo no, llegando. El día de la niñez se festeja ATR en El Bosque. Mirá todo lo que vas a poder disfrutar con los  más chicos <U+0001F449> https://t.co/LX5Hd5Usu2 https://t.co/yLifhiKJne","Twitter Web App",152,,,,FALSE,FALSE,1,1,,,,,"bit.ly/3QB38Aq","https://t.co/LX5Hd5Usu2","https://bit.ly/3QB38Aq","http://pbs.twimg.com/media/Fac5M3OUUAANxTm.jpg","https://t.co/yLifhiKJne","https://twitter.com/LaPlataMLP/status/1560278768895242241/photo/1","photo","http://pbs.twimg.com/media/Fac5M3OUUAANxTm.jpg","https://t.co/yLifhiKJne","https://twitter.com/LaPlataMLP/status/1560278768895242241/photo/1",,,,"es",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/LaPlataMLP/status/1560278768895242241","Municipalidad de La Plata","La Plata","Twitter oficial de la Municipalidad de La Plata. #LaPlataReactiva","https://t.co/jcCkW1R1xJ",FALSE,40920,197,121,30601,1941,2013-10-12 17:39:18,FALSE,"https://t.co/jcCkW1R1xJ","http://www.laplata.gob.ar/",,"https://pbs.twimg.com/profile_banners/1957147838/1659355448","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/1449041998661382154/qF1xg5Pp_normal.jpg",2022-08-18 14:53:41
"1957147838","1560257129834958850",2022-08-18 13:27:42,"LaPlataMLP","¡Este sábado te esperamos en el #BarrioXBarrio en Hernández! <U+0001F609> De 10 a 16 hs. podés acercate para realizar tus trámites, vacunarte vos y tus mascotas, conseguir carnes, frutas y verduras a precios accesibles, y mucho más. ¡Compartí la info con tus vecinos!<U+0001F933> https://t.co/NBCeABEcji","Twitter Web App",257,,,,FALSE,FALSE,5,2,,,"BarrioXBarrio",,,,,"http://pbs.twimg.com/media/FaclkNtVsAEC4OK.jpg","https://t.co/NBCeABEcji","https://twitter.com/LaPlataMLP/status/1560257129834958850/photo/1","photo","http://pbs.twimg.com/media/FaclkNtVsAEC4OK.jpg","https://t.co/NBCeABEcji","https://twitter.com/LaPlataMLP/status/1560257129834958850/photo/1",,,,"es",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/LaPlataMLP/status/1560257129834958850","Municipalidad de La Plata","La Plata","Twitter oficial de la Municipalidad de La Plata. #LaPlataReactiva","https://t.co/jcCkW1R1xJ",FALSE,40920,197,121,30601,1941,2013-10-12 17:39:18,FALSE,"https://t.co/jcCkW1R1xJ","http://www.laplata.gob.ar/",,"https://pbs.twimg.com/profile_banners/1957147838/1659355448","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/1449041998661382154/qF1xg5Pp_normal.jpg",2022-08-18 13:27:42
"1957147838","1560220736136134656",2022-08-18 11:03:05,"LaPlataMLP","Al que madruga el tweet de @climamlp lo ayuda <U+0001F61C> Salí preparado con mucho abrigo porque tenemos un día muy frío. https://t.co/wXvQq6dpcP","Twitter for iPhone",111,,,,TRUE,FALSE,4,1,,,,,"twitter.com/climamlp/statu…","https://t.co/wXvQq6dpcP","https://twitter.com/climamlp/status/1560206829036224512",,,,,,,,,"1638613856","ClimaMLP","es","1560206829036224512","Buen día,
amanece en La Plata con 2°C, esperamos buen tiempo para hoy y los próximos días con mañanas muy frías a frías y heladas matinales. https://t.co/7OaUaKVTc5",2022-08-18 10:07:49,"Twitter Web App",40,10,"1638613856","ClimaMLP","Clima La Plata",36535,5,11690,"La Plata, Argentina","Direccion de Hidrometeorología de la Municipalidad de La Plata",FALSE,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/LaPlataMLP/status/1560220736136134656","Municipalidad de La Plata","La Plata","Twitter oficial de la Municipalidad de La Plata. #LaPlataReactiva","https://t.co/jcCkW1R1xJ",FALSE,40920,197,121,30601,1941,2013-10-12 17:39:18,FALSE,"https://t.co/jcCkW1R1xJ","http://www.laplata.gob.ar/",,"https://pbs.twimg.com/profile_banners/1957147838/1659355448","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/1449041998661382154/qF1xg5Pp_normal.jpg",2022-08-18 11:03:05
"1957147838","1559942846597193732",2022-08-17 16:38:51,"LaPlataMLP","¿Sabías que la cumbia en Argentina nació en nuestra ciudad?<U+0001F633>Fue a través de la banda Los Wawancó, fundada en 1955 por integrantes de diferentes países de Latinoamérica que estudiaban medicina en la UNLP. ¿Tenías este #Datazo?<U+0001F447> https://t.co/KnBWGFP7DL","Twitter Web App",226,,,,FALSE,FALSE,25,6,,,"Datazo",,,,,"http://pbs.twimg.com/ext_tw_video_thumb/1559940439209295873/pu/img/VUuaIK3-_15zYsn7.jpg","https://t.co/KnBWGFP7DL","https://twitter.com/LaPlataMLP/status/1559942846597193732/video/1","photo","http://pbs.twimg.com/ext_tw_video_thumb/1559940439209295873/pu/img/VUuaIK3-_15zYsn7.jpg","https://t.co/KnBWGFP7DL","https://twitter.com/LaPlataMLP/status/1559942846597193732/video/1",,,,"es",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/LaPlataMLP/status/1559942846597193732","Municipalidad de La Plata","La Plata","Twitter oficial de la Municipalidad de La Plata. #LaPlataReactiva","https://t.co/jcCkW1R1xJ",FALSE,40920,197,121,30601,1941,2013-10-12 17:39:18,FALSE,"https://t.co/jcCkW1R1xJ","http://www.laplata.gob.ar/",,"https://pbs.twimg.com/profile_banners/1957147838/1659355448","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/1449041998661382154/qF1xg5Pp_normal.jpg",2022-08-17 16:38:51
"1957147838","1559906392592371712",2022-08-17 14:14:00,"LaPlataMLP","¡Vení a festejar el #DíaDeLaNiñez al Bosque! <U+0001F467><U+0001F9D2>Te esperamos el domingo con juegos, regalos y muchísimas actividades más para disfrutar en familia. <U+0001F973> <U+0001F938><U+200D><U+2640><U+FE0F><U+0001F381> https://t.co/wTBiYmEb59","Twitter Web App",154,,,,FALSE,FALSE,14,6,,,"DíaDeLaNiñez",,,,,"http://pbs.twimg.com/media/FaXdg4bXEAA-lml.jpg","https://t.co/wTBiYmEb59","https://twitter.com/LaPlataMLP/status/1559906392592371712/photo/1","photo","http://pbs.twimg.com/media/FaXdg4bXEAA-lml.jpg","https://t.co/wTBiYmEb59","https://twitter.com/LaPlataMLP/status/1559906392592371712/photo/1",,,,"es",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/LaPlataMLP/status/1559906392592371712","Municipalidad de La Plata","La Plata","Twitter oficial de la Municipalidad de La Plata. #LaPlataReactiva","https://t.co/jcCkW1R1xJ",FALSE,40920,197,121,30601,1941,2013-10-12 17:39:18,FALSE,"https://t.co/jcCkW1R1xJ","http://www.laplata.gob.ar/",,"https://pbs.twimg.com/profile_banners/1957147838/1659355448","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/1449041998661382154/qF1xg5Pp_normal.jpg",2022-08-17 14:14:00
"1957147838","1559896191634227212",2022-08-17 13:33:28,"LaPlataMLP","Seguí los pasos de Los Beatles! Siempre por la senda <U+0001F609> https://t.co/vjCPfVGSaO","Twitter Web App",54,"1559896185531498497","1957147838","LaPlataMLP",FALSE,FALSE,4,2,,,,,,,,"http://pbs.twimg.com/media/FaXdKqeXwAA-0yr.jpg","https://t.co/vjCPfVGSaO","https://twitter.com/LaPlataMLP/status/1559896191634227212/photo/1","photo","http://pbs.twimg.com/media/FaXdKqeXwAA-0yr.jpg","https://t.co/vjCPfVGSaO","https://twitter.com/LaPlataMLP/status/1559896191634227212/photo/1",,,,"es",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/LaPlataMLP/status/1559896191634227212","Municipalidad de La Plata","La Plata","Twitter oficial de la Municipalidad de La Plata. #LaPlataReactiva","https://t.co/jcCkW1R1xJ",FALSE,40920,197,121,30601,1941,2013-10-12 17:39:18,FALSE,"https://t.co/jcCkW1R1xJ","http://www.laplata.gob.ar/",,"https://pbs.twimg.com/profile_banners/1957147838/1659355448","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/1449041998661382154/qF1xg5Pp_normal.jpg",2022-08-17 13:33:28
"1957147838","1559896185531498497",2022-08-17 13:33:26,"LaPlataMLP","Desde 2015, estamos trabajando por una ciudad
 <U+2795> Caminable
Todas estas mejoras permiten a los peatones
caminar mucho más seguros <U+0001F447> https://t.co/n06EsSndsS","Twitter Web App",130,"1559896178610917377","1957147838","LaPlataMLP",FALSE,FALSE,8,1,,,,,,,,"http://pbs.twimg.com/media/FaXdB7rWIAIwGEY.jpg","https://t.co/n06EsSndsS","https://twitter.com/LaPlataMLP/status/1559896185531498497/photo/1","photo","http://pbs.twimg.com/media/FaXdB7rWIAIwGEY.jpg","https://t.co/n06EsSndsS","https://twitter.com/LaPlataMLP/status/1559896185531498497/photo/1",,,,"es",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/LaPlataMLP/status/1559896185531498497","Municipalidad de La Plata","La Plata","Twitter oficial de la Municipalidad de La Plata. #LaPlataReactiva","https://t.co/jcCkW1R1xJ",FALSE,40920,197,121,30601,1941,2013-10-12 17:39:18,FALSE,"https://t.co/jcCkW1R1xJ","http://www.laplata.gob.ar/",,"https://pbs.twimg.com/profile_banners/1957147838/1659355448","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/1449041998661382154/qF1xg5Pp_normal.jpg",2022-08-17 13:33:26
"1957147838","1559896178610917377",2022-08-17 13:33:25,"LaPlataMLP","El peatón siempre pero siempre tiene prioridad. Y también tiene reglas que cumplir:
<U+2705> Cruzar por la esquina o senda peatonal
<U+2705> Respetar los semáforos
<U+2705> Mirar a ambos lados antes de cruzar
<U+2705> No usar auriculares","Twitter Web App",209,"1559896175699976192","1957147838","LaPlataMLP",FALSE,FALSE,2,0,,,,,,,,,,,,,,,,,,"es",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/LaPlataMLP/status/1559896178610917377","Municipalidad de La Plata","La Plata","Twitter oficial de la Municipalidad de La Plata. #LaPlataReactiva","https://t.co/jcCkW1R1xJ",FALSE,40920,197,121,30601,1941,2013-10-12 17:39:18,FALSE,"https://t.co/jcCkW1R1xJ","http://www.laplata.gob.ar/",,"https://pbs.twimg.com/profile_banners/1957147838/1659355448","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/1449041998661382154/qF1xg5Pp_normal.jpg",2022-08-17 13:33:25
"1957147838","1559896175699976192",2022-08-17 13:33:24,"LaPlataMLP","#DíaInternacionalDelPeatón | En nuestra Ciudad cada vez más vecinos eligen moverse a pie. <U+0001F6B6><U+200D><U+2640><U+0001F6B6>
<U+2705>Al trabajo
<U+2705>A la facu
<U+2705>De compras
<U+2705>De paseo https://t.co/MnsGq83HwG","Twitter Web App",139,,,,FALSE,FALSE,11,4,,,"DíaInternacionalDelPeatón",,,,,"http://pbs.twimg.com/media/FaXc2_xWYAAyBGA.jpg","https://t.co/MnsGq83HwG","https://twitter.com/LaPlataMLP/status/1559896175699976192/photo/1","photo","http://pbs.twimg.com/media/FaXc2_xWYAAyBGA.jpg","https://t.co/MnsGq83HwG","https://twitter.com/LaPlataMLP/status/1559896175699976192/photo/1",,,,"es",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/LaPlataMLP/status/1559896175699976192","Municipalidad de La Plata","La Plata","Twitter oficial de la Municipalidad de La Plata. #LaPlataReactiva","https://t.co/jcCkW1R1xJ",FALSE,40920,197,121,30601,1941,2013-10-12 17:39:18,FALSE,"https://t.co/jcCkW1R1xJ","http://www.laplata.gob.ar/",,"https://pbs.twimg.com/profile_banners/1957147838/1659355448","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/1449041998661382154/qF1xg5Pp_normal.jpg",2022-08-17 13:33:24
"1957147838","1559859219075153920",2022-08-17 11:06:33,"LaPlataMLP","Día nublado con 13° C de máxima para homenajear a San Martín. <U+0001F64C><U+0001F64C> https://t.co/gPp76t719C","Twitter for iPhone",64,,,,FALSE,FALSE,8,5,,,,,,,,"http://pbs.twimg.com/media/FaW7sKTXkAATgxs.jpg","https://t.co/gPp76t719C","https://twitter.com/LaPlataMLP/status/1559859219075153920/photo/1","photo","http://pbs.twimg.com/media/FaW7sKTXkAATgxs.jpg","https://t.co/gPp76t719C","https://twitter.com/LaPlataMLP/status/1559859219075153920/photo/1",,,,"es",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/LaPlataMLP/status/1559859219075153920","Municipalidad de La Plata","La Plata","Twitter oficial de la Municipalidad de La Plata. #LaPlataReactiva","https://t.co/jcCkW1R1xJ",FALSE,40920,197,121,30601,1941,2013-10-12 17:39:18,FALSE,"https://t.co/jcCkW1R1xJ","http://www.laplata.gob.ar/",,"https://pbs.twimg.com/profile_banners/1957147838/1659355448","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/1449041998661382154/qF1xg5Pp_normal.jpg",2022-08-17 11:06:33
